Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035783.1:315137-315137	NC_035783.1	315137	315137		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:315138-315138	NC_035783.1	315138	315138		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:315161-315161	NC_035783.1	315161	315161		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:315162-315162	NC_035783.1	315162	315162		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:317416-317416	NC_035783.1	317416	317416		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:42603622-42603622	NC_035783.1	42603622	42603622		gene-NC_035783.1:42597334..42603447	gene-NC_035783.1:42597334..42603447	gene.5712653364	-	gene	downstream	175	1.0	1.0	1.0	1.0
ChrNC_035784.1:37205458-37205458	NC_035784.1	37205458	37205458		gene-NC_035784.1:37201565..37213179	gene-NC_035784.1:37201565..37213179	gene.1056597	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:51326587-51326587	NC_035784.1	51326587	51326587		gene-NC_035784.1:51323584..51325851	gene-NC_035784.1:51323584..51325851	gene.1059381	-	gene	downstream	736	1.0	1.0	1.0	1.0
ChrNC_035785.1:21045139-21045139	NC_035785.1	21045139	21045139		gene-NC_035785.1:21046565..21062298	gene-NC_035785.1:21046565..21062298	gene.1972409012	-	gene	upstream	1426	1.0	1.0	1.0	1.0
ChrNC_035786.1:37050060-37050060	NC_035786.1	37050060	37050060		gene-NC_035786.1:37049099..37057622	gene-NC_035786.1:37049099..37057622	gene.82167858	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:37053495-37053495	NC_035786.1	37053495	37053495		gene-NC_035786.1:37049099..37057622	gene-NC_035786.1:37049099..37057622	gene.82167858	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:39695135-39695135	NC_035786.1	39695135	39695135		gene-NC_035786.1:39693594..39702457	gene-NC_035786.1:39693594..39702457	gene.2211478052	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:7286548-7286548	NC_035787.1	7286548	7286548		gene-NC_035787.1:7283791..7288747	gene-NC_035787.1:7283791..7288747	gene.77797666	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:7286554-7286554	NC_035787.1	7286554	7286554		gene-NC_035787.1:7283791..7288747	gene-NC_035787.1:7283791..7288747	gene.77797666	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:7286557-7286557	NC_035787.1	7286557	7286557		gene-NC_035787.1:7283791..7288747	gene-NC_035787.1:7283791..7288747	gene.77797666	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:7286564-7286564	NC_035787.1	7286564	7286564		gene-NC_035787.1:7283791..7288747	gene-NC_035787.1:7283791..7288747	gene.77797666	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:18157153-18157153	NC_035787.1	18157153	18157153		gene-NC_035787.1:18158279..18159769	gene-NC_035787.1:18158279..18159769	gene.60027524	-	gene	upstream	1126	1.0	1.0	1.0	1.0
ChrNC_035787.1:18157154-18157154	NC_035787.1	18157154	18157154		gene-NC_035787.1:18158279..18159769	gene-NC_035787.1:18158279..18159769	gene.60027524	-	gene	upstream	1125	1.0	1.0	1.0	1.0
ChrNC_035788.1:24579489-24579489	NC_035788.1	24579489	24579489		gene-NC_035788.1:24578684..24606756	gene-NC_035788.1:24578684..24606756	gene.4792012276	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035788.1:24579496-24579496	NC_035788.1	24579496	24579496		gene-NC_035788.1:24578684..24606756	gene-NC_035788.1:24578684..24606756	gene.4792012276	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035788.1:86001610-86001610	NC_035788.1	86001610	86001610		gene-NC_035788.1:86000476..86004870	gene-NC_035788.1:86000476..86004870	gene.5273621	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035788.1:86003251-86003251	NC_035788.1	86003251	86003251		gene-NC_035788.1:86000476..86004870	gene-NC_035788.1:86000476..86004870	gene.5273621	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035789.1:3176339-3176339	NC_035789.1	3176339	3176339		gene-NC_035789.1:3177741..3178691	gene-NC_035789.1:3177741..3178691	gene.43267	-	gene	upstream	1402	1.0	1.0	1.0	1.0
