Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035780.1:2841838-2841838	NC_035780.1	2841838	2841838		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	3270	1.0	1.0	1.0	1.0
ChrNC_035780.1:2841891-2841891	NC_035780.1	2841891	2841891		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	3323	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398072-3398072	NC_035780.1	3398072	3398072		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1917	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398424-3398424	NC_035780.1	3398424	3398424		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1565	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398427-3398427	NC_035780.1	3398427	3398427		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1562	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398430-3398430	NC_035780.1	3398430	3398430		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1559	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398670-3398670	NC_035780.1	3398670	3398670		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1319	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398823-3398823	NC_035780.1	3398823	3398823		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1166	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398830-3398830	NC_035780.1	3398830	3398830		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1159	1.0	1.0	1.0	1.0
ChrNC_035780.1:3399670-3399670	NC_035780.1	3399670	3399670		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	319	1.0	1.0	1.0	1.0
ChrNC_035780.1:3399671-3399671	NC_035780.1	3399671	3399671		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	318	1.0	1.0	1.0	1.0
ChrNC_035780.1:3399957-3399957	NC_035780.1	3399957	3399957		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	32	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402138-3402138	NC_035780.1	3402138	3402138		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402557-3402557	NC_035780.1	3402557	3402557		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402571-3402571	NC_035780.1	3402571	3402571		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402638-3402638	NC_035780.1	3402638	3402638		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402639-3402639	NC_035780.1	3402639	3402639		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3403113-3403113	NC_035780.1	3403113	3403113		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8088443-8088443	NC_035780.1	8088443	8088443		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	1927	1.0	1.0	1.0	1.0
ChrNC_035780.1:8089366-8089366	NC_035780.1	8089366	8089366		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	1004	1.0	1.0	1.0	1.0
ChrNC_035780.1:8089387-8089387	NC_035780.1	8089387	8089387		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	983	1.0	1.0	1.0	1.0
ChrNC_035780.1:8089495-8089495	NC_035780.1	8089495	8089495		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	875	1.0	1.0	1.0	1.0
ChrNC_035780.1:8089522-8089522	NC_035780.1	8089522	8089522		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	848	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090234-8090234	NC_035780.1	8090234	8090234		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	136	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090533-8090533	NC_035780.1	8090533	8090533		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091419-8091419	NC_035780.1	8091419	8091419		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091562-8091562	NC_035780.1	8091562	8091562		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093249-8093249	NC_035780.1	8093249	8093249		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093938-8093938	NC_035780.1	8093938	8093938		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093952-8093952	NC_035780.1	8093952	8093952		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093953-8093953	NC_035780.1	8093953	8093953		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094192-8094192	NC_035780.1	8094192	8094192		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094601-8094601	NC_035780.1	8094601	8094601		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094675-8094675	NC_035780.1	8094675	8094675		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8095456-8095456	NC_035780.1	8095456	8095456		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11059100-11059100	NC_035780.1	11059100	11059100		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11059110-11059110	NC_035780.1	11059110	11059110		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11059531-11059531	NC_035780.1	11059531	11059531		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11061613-11061613	NC_035780.1	11061613	11061613		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11062103-11062103	NC_035780.1	11062103	11062103		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17775581-17775581	NC_035780.1	17775581	17775581		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	downstream	624	1.0	1.0	1.0	1.0
ChrNC_035780.1:17775588-17775588	NC_035780.1	17775588	17775588		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	downstream	617	1.0	1.0	1.0	1.0
ChrNC_035780.1:17780573-17780573	NC_035780.1	17780573	17780573		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17780582-17780582	NC_035780.1	17780582	17780582		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17780594-17780594	NC_035780.1	17780594	17780594		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17780774-17780774	NC_035780.1	17780774	17780774		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781154-17781154	NC_035780.1	17781154	17781154		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781258-17781258	NC_035780.1	17781258	17781258		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781573-17781573	NC_035780.1	17781573	17781573		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781579-17781579	NC_035780.1	17781579	17781579		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781609-17781609	NC_035780.1	17781609	17781609		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901423-23901423	NC_035780.1	23901423	23901423		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24817610-24817610	NC_035780.1	24817610	24817610		gene-NC_035780.1:24815721..24817294	gene-NC_035780.1:24815721..24817294	gene.2807062532	+	gene	upstream	316	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818170-24818170	NC_035780.1	24818170	24818170		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	860	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818171-24818171	NC_035780.1	24818171	24818171		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	859	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818179-24818179	NC_035780.1	24818179	24818179		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	851	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818181-24818181	NC_035780.1	24818181	24818181		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	849	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818240-24818240	NC_035780.1	24818240	24818240		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	790	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818252-24818252	NC_035780.1	24818252	24818252		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	778	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818685-24818685	NC_035780.1	24818685	24818685		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	345	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819464-24819464	NC_035780.1	24819464	24819464		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819491-24819491	NC_035780.1	24819491	24819491		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819520-24819520	NC_035780.1	24819520	24819520		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819536-24819536	NC_035780.1	24819536	24819536		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819538-24819538	NC_035780.1	24819538	24819538		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819573-24819573	NC_035780.1	24819573	24819573		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819619-24819619	NC_035780.1	24819619	24819619		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819624-24819624	NC_035780.1	24819624	24819624		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819627-24819627	NC_035780.1	24819627	24819627		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819903-24819903	NC_035780.1	24819903	24819903		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819919-24819919	NC_035780.1	24819919	24819919		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24821043-24821043	NC_035780.1	24821043	24821043		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24821215-24821215	NC_035780.1	24821215	24821215		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24821228-24821228	NC_035780.1	24821228	24821228		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24821229-24821229	NC_035780.1	24821229	24821229		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24821309-24821309	NC_035780.1	24821309	24821309		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24821334-24821334	NC_035780.1	24821334	24821334		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743169-27743169	NC_035780.1	27743169	27743169		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	1454	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743212-27743212	NC_035780.1	27743212	27743212		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	1411	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743462-27743462	NC_035780.1	27743462	27743462		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	1161	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743485-27743485	NC_035780.1	27743485	27743485		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	1138	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743520-27743520	NC_035780.1	27743520	27743520		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	1103	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743626-27743626	NC_035780.1	27743626	27743626		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	997	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743728-27743728	NC_035780.1	27743728	27743728		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	895	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743931-27743931	NC_035780.1	27743931	27743931		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	692	1.0	1.0	1.0	1.0
ChrNC_035780.1:27744083-27744083	NC_035780.1	27744083	27744083		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	540	1.0	1.0	1.0	1.0
ChrNC_035780.1:27744412-27744412	NC_035780.1	27744412	27744412		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	211	1.0	1.0	1.0	1.0
ChrNC_035780.1:27745558-27745558	NC_035780.1	27745558	27745558		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27746285-27746285	NC_035780.1	27746285	27746285		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747531-27747531	NC_035780.1	27747531	27747531		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747564-27747564	NC_035780.1	27747564	27747564		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747592-27747592	NC_035780.1	27747592	27747592		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747607-27747607	NC_035780.1	27747607	27747607		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747643-27747643	NC_035780.1	27747643	27747643		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747703-27747703	NC_035780.1	27747703	27747703		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747852-27747852	NC_035780.1	27747852	27747852		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747930-27747930	NC_035780.1	27747930	27747930		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747936-27747936	NC_035780.1	27747936	27747936		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747954-27747954	NC_035780.1	27747954	27747954		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747956-27747956	NC_035780.1	27747956	27747956		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747957-27747957	NC_035780.1	27747957	27747957		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27747962-27747962	NC_035780.1	27747962	27747962		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27748048-27748048	NC_035780.1	27748048	27748048		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27748053-27748053	NC_035780.1	27748053	27748053		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27748054-27748054	NC_035780.1	27748054	27748054		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27748082-27748082	NC_035780.1	27748082	27748082		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27748893-27748893	NC_035780.1	27748893	27748893		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749126-27749126	NC_035780.1	27749126	27749126		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749129-27749129	NC_035780.1	27749129	27749129		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749273-27749273	NC_035780.1	27749273	27749273		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749391-27749391	NC_035780.1	27749391	27749391		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749399-27749399	NC_035780.1	27749399	27749399		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749454-27749454	NC_035780.1	27749454	27749454		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749503-27749503	NC_035780.1	27749503	27749503		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749976-27749976	NC_035780.1	27749976	27749976		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
