Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035782.1:64367881-64367881	NC_035782.1	64367881	64367881		gene-NC_035782.1:64366687..64376297	gene-NC_035782.1:64366687..64376297	gene.3975170564	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:64367897-64367897	NC_035782.1	64367897	64367897		gene-NC_035782.1:64366687..64376297	gene-NC_035782.1:64366687..64376297	gene.3975170564	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:71310893-71310893	NC_035782.1	71310893	71310893		gene-NC_035782.1:71309279..71317328	gene-NC_035782.1:71309279..71317328	gene.11404318292	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:71314542-71314542	NC_035782.1	71314542	71314542		gene-NC_035782.1:71309279..71317328	gene-NC_035782.1:71309279..71317328	gene.11404318292	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:71314598-71314598	NC_035782.1	71314598	71314598		gene-NC_035782.1:71309279..71317328	gene-NC_035782.1:71309279..71317328	gene.11404318292	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:71315426-71315426	NC_035782.1	71315426	71315426		gene-NC_035782.1:71309279..71317328	gene-NC_035782.1:71309279..71317328	gene.11404318292	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:72894894-72894894	NC_035782.1	72894894	72894894		gene-NC_035782.1:72895110..72903701	gene-NC_035782.1:72895110..72903701	gene.11671705060	-	gene	upstream	216	1.0	1.0	1.0	1.0
ChrNC_035782.1:72897782-72897782	NC_035782.1	72897782	72897782		gene-NC_035782.1:72895110..72903701	gene-NC_035782.1:72895110..72903701	gene.11671705060	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:72900063-72900063	NC_035782.1	72900063	72900063		gene-NC_035782.1:72895110..72903701	gene-NC_035782.1:72895110..72903701	gene.11671705060	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:72900074-72900074	NC_035782.1	72900074	72900074		gene-NC_035782.1:72895110..72903701	gene-NC_035782.1:72895110..72903701	gene.11671705060	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:72900848-72900848	NC_035782.1	72900848	72900848		gene-NC_035782.1:72895110..72903701	gene-NC_035782.1:72895110..72903701	gene.11671705060	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:280826-280826	NC_035783.1	280826	280826		gene-NC_035783.1:276597..281328	gene-NC_035783.1:276597..281328	gene.2297455940	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:318165-318165	NC_035783.1	318165	318165		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:319409-319409	NC_035783.1	319409	319409		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:319518-319518	NC_035783.1	319518	319518		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:319522-319522	NC_035783.1	319522	319522		gene-NC_035783.1:314520..324970	gene-NC_035783.1:314520..324970	gene.12483	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:7988064-7988064	NC_035783.1	7988064	7988064		gene-NC_035783.1:7983518..8014806	gene-NC_035783.1:7983518..8014806	gene.1397785908	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:7988066-7988066	NC_035783.1	7988066	7988066		gene-NC_035783.1:7983518..8014806	gene-NC_035783.1:7983518..8014806	gene.1397785908	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:9732956-9732956	NC_035783.1	9732956	9732956		gene-NC_035783.1:9726522..9735069	gene-NC_035783.1:9726522..9735069	gene.2983222148	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:10895795-10895795	NC_035783.1	10895795	10895795		gene-NC_035783.1:10894861..10902427	gene-NC_035783.1:10894861..10902427	gene.10329531268	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:12366429-12366429	NC_035783.1	12366429	12366429		gene-NC_035783.1:12368209..12377314	gene-NC_035783.1:12368209..12377314	gene.9494864564	-	gene	upstream	1780	1.0	1.0	1.0	1.0
ChrNC_035783.1:12366577-12366577	NC_035783.1	12366577	12366577		gene-NC_035783.1:12368209..12377314	gene-NC_035783.1:12368209..12377314	gene.9494864564	-	gene	upstream	1632	1.0	1.0	1.0	1.0
ChrNC_035783.1:12366580-12366580	NC_035783.1	12366580	12366580		gene-NC_035783.1:12368209..12377314	gene-NC_035783.1:12368209..12377314	gene.9494864564	-	gene	upstream	1629	1.0	1.0	1.0	1.0
ChrNC_035783.1:22124746-22124746	NC_035783.1	22124746	22124746		gene-NC_035783.1:22123130..22127548	gene-NC_035783.1:22123130..22127548	gene.64887282	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:27046157-27046157	NC_035783.1	27046157	27046157		gene-NC_035783.1:27045621..27148786	gene-NC_035783.1:27045621..27148786	gene.3914360628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:27048958-27048958	NC_035783.1	27048958	27048958		gene-NC_035783.1:27045621..27148786	gene-NC_035783.1:27045621..27148786	gene.3914360628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:29484527-29484527	NC_035783.1	29484527	29484527		gene-NC_035783.1:29477734..29486869	gene-NC_035783.1:29477734..29486869	gene.2908980	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:29485444-29485444	NC_035783.1	29485444	29485444		gene-NC_035783.1:29477734..29486869	gene-NC_035783.1:29477734..29486869	gene.2908980	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:29485474-29485474	NC_035783.1	29485474	29485474		gene-NC_035783.1:29477734..29486869	gene-NC_035783.1:29477734..29486869	gene.2908980	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:38624676-38624676	NC_035783.1	38624676	38624676		gene-NC_035783.1:38622288..38642271	gene-NC_035783.1:38622288..38642271	gene.5028992260	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:42607944-42607944	NC_035783.1	42607944	42607944		gene-NC_035783.1:42607312..42618017	gene-NC_035783.1:42607312..42618017	gene.7809802388	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:42608384-42608384	NC_035783.1	42608384	42608384		gene-NC_035783.1:42607312..42618017	gene-NC_035783.1:42607312..42618017	gene.7809802388	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48181880-48181880	NC_035783.1	48181880	48181880		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48185304-48185304	NC_035783.1	48185304	48185304		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48186810-48186810	NC_035783.1	48186810	48186810		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48186832-48186832	NC_035783.1	48186832	48186832		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48186837-48186837	NC_035783.1	48186837	48186837		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48186841-48186841	NC_035783.1	48186841	48186841		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48186843-48186843	NC_035783.1	48186843	48186843		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48186864-48186864	NC_035783.1	48186864	48186864		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48186884-48186884	NC_035783.1	48186884	48186884		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:48186891-48186891	NC_035783.1	48186891	48186891		gene-NC_035783.1:48181499..48201778	gene-NC_035783.1:48181499..48201778	gene.5477775924	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:16466299-16466299	NC_035784.1	16466299	16466299		gene-NC_035784.1:16466121..16497608	gene-NC_035784.1:16466121..16497608	gene.1052741	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:16471566-16471566	NC_035784.1	16471566	16471566		gene-NC_035784.1:16466121..16497608	gene-NC_035784.1:16466121..16497608	gene.1052741	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:24569207-24569207	NC_035784.1	24569207	24569207		gene-NC_035784.1:24569518..24589385	gene-NC_035784.1:24569518..24589385	gene.4812979092	-	gene	upstream	311	1.0	1.0	1.0	1.0
ChrNC_035784.1:24569682-24569682	NC_035784.1	24569682	24569682		gene-NC_035784.1:24569518..24589385	gene-NC_035784.1:24569518..24589385	gene.4812979092	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:24574480-24574480	NC_035784.1	24574480	24574480		gene-NC_035784.1:24569518..24589385	gene-NC_035784.1:24569518..24589385	gene.4812979092	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:35348510-35348510	NC_035784.1	35348510	35348510		gene-NC_035784.1:35327554..35349542	gene-NC_035784.1:35327554..35349542	gene.4904205908	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:35350635-35350635	NC_035784.1	35350635	35350635		gene-NC_035784.1:35349819..35355162	gene-NC_035784.1:35349819..35355162	gene.4904205956	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:35351361-35351361	NC_035784.1	35351361	35351361		gene-NC_035784.1:35349819..35355162	gene-NC_035784.1:35349819..35355162	gene.4904205956	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:35351386-35351386	NC_035784.1	35351386	35351386		gene-NC_035784.1:35349819..35355162	gene-NC_035784.1:35349819..35355162	gene.4904205956	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:37206852-37206852	NC_035784.1	37206852	37206852		gene-NC_035784.1:37201565..37213179	gene-NC_035784.1:37201565..37213179	gene.1056597	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:51227433-51227433	NC_035784.1	51227433	51227433		gene-NC_035784.1:51223595..51226654	gene-NC_035784.1:51223595..51226654	gene.1059317	+	gene	upstream	779	1.0	1.0	1.0	1.0
ChrNC_035784.1:51231598-51231598	NC_035784.1	51231598	51231598		gene-NC_035784.1:51228848..51253266	gene-NC_035784.1:51228848..51253266	gene.29685988	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:51231910-51231910	NC_035784.1	51231910	51231910		gene-NC_035784.1:51228848..51253266	gene-NC_035784.1:51228848..51253266	gene.29685988	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:51329869-51329869	NC_035784.1	51329869	51329869		gene-NC_035784.1:51327455..51374391	gene-NC_035784.1:51327455..51374391	gene.29685316	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:51331862-51331862	NC_035784.1	51331862	51331862		gene-NC_035784.1:51327455..51374391	gene-NC_035784.1:51327455..51374391	gene.29685316	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:56924508-56924508	NC_035784.1	56924508	56924508		gene-NC_035784.1:56921658..56925454	gene-NC_035784.1:56921658..56925454	gene.9545197012	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:56924623-56924623	NC_035784.1	56924623	56924623		gene-NC_035784.1:56921658..56925454	gene-NC_035784.1:56921658..56925454	gene.9545197012	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:56927809-56927809	NC_035784.1	56927809	56927809		gene-NC_035784.1:56925837..56933983	gene-NC_035784.1:56925837..56933983	gene.9545197044	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:56927943-56927943	NC_035784.1	56927943	56927943		gene-NC_035784.1:56925837..56933983	gene-NC_035784.1:56925837..56933983	gene.9545197044	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:56927948-56927948	NC_035784.1	56927948	56927948		gene-NC_035784.1:56925837..56933983	gene-NC_035784.1:56925837..56933983	gene.9545197044	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:56928348-56928348	NC_035784.1	56928348	56928348		gene-NC_035784.1:56925837..56933983	gene-NC_035784.1:56925837..56933983	gene.9545197044	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:56928357-56928357	NC_035784.1	56928357	56928357		gene-NC_035784.1:56925837..56933983	gene-NC_035784.1:56925837..56933983	gene.9545197044	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:56929819-56929819	NC_035784.1	56929819	56929819		gene-NC_035784.1:56925837..56933983	gene-NC_035784.1:56925837..56933983	gene.9545197044	-	gene	overlapping	0	1.0	1.0	1.0	1.0
