Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035780.1:8091836-8091836	NC_035780.1	8091836	8091836		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091887-8091887	NC_035780.1	8091887	8091887		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092316-8092316	NC_035780.1	8092316	8092316		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092357-8092357	NC_035780.1	8092357	8092357		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092467-8092467	NC_035780.1	8092467	8092467		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092580-8092580	NC_035780.1	8092580	8092580		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092657-8092657	NC_035780.1	8092657	8092657		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092683-8092683	NC_035780.1	8092683	8092683		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092735-8092735	NC_035780.1	8092735	8092735		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092804-8092804	NC_035780.1	8092804	8092804		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092894-8092894	NC_035780.1	8092894	8092894		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092926-8092926	NC_035780.1	8092926	8092926		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092978-8092978	NC_035780.1	8092978	8092978		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093087-8093087	NC_035780.1	8093087	8093087		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093728-8093728	NC_035780.1	8093728	8093728		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093773-8093773	NC_035780.1	8093773	8093773		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093774-8093774	NC_035780.1	8093774	8093774		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093905-8093905	NC_035780.1	8093905	8093905		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093910-8093910	NC_035780.1	8093910	8093910		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093952-8093952	NC_035780.1	8093952	8093952		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093959-8093959	NC_035780.1	8093959	8093959		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093968-8093968	NC_035780.1	8093968	8093968		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094066-8094066	NC_035780.1	8094066	8094066		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094098-8094098	NC_035780.1	8094098	8094098		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094128-8094128	NC_035780.1	8094128	8094128		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094131-8094131	NC_035780.1	8094131	8094131		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094205-8094205	NC_035780.1	8094205	8094205		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094556-8094556	NC_035780.1	8094556	8094556		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094661-8094661	NC_035780.1	8094661	8094661		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094675-8094675	NC_035780.1	8094675	8094675		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8095475-8095475	NC_035780.1	8095475	8095475		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11058357-11058357	NC_035780.1	11058357	11058357		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11059502-11059502	NC_035780.1	11059502	11059502		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11060718-11060718	NC_035780.1	11060718	11060718		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11060980-11060980	NC_035780.1	11060980	11060980		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11061397-11061397	NC_035780.1	11061397	11061397		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11061613-11061613	NC_035780.1	11061613	11061613		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11061730-11061730	NC_035780.1	11061730	11061730		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11061892-11061892	NC_035780.1	11061892	11061892		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11061933-11061933	NC_035780.1	11061933	11061933		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11062064-11062064	NC_035780.1	11062064	11062064		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11062110-11062110	NC_035780.1	11062110	11062110		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11062829-11062829	NC_035780.1	11062829	11062829		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11062926-11062926	NC_035780.1	11062926	11062926		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11063195-11063195	NC_035780.1	11063195	11063195		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11063222-11063222	NC_035780.1	11063222	11063222		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11063773-11063773	NC_035780.1	11063773	11063773		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11064044-11064044	NC_035780.1	11064044	11064044		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11064371-11064371	NC_035780.1	11064371	11064371		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11064378-11064378	NC_035780.1	11064378	11064378		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11064433-11064433	NC_035780.1	11064433	11064433		gene-NC_035780.1:11060247..11084362	gene-NC_035780.1:11060247..11084362	gene.295785796	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11064482-11064482	NC_035780.1	11064482	11064482		gene-NC_035780.1:11060247..11084362	gene-NC_035780.1:11060247..11084362	gene.295785796	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11064548-11064548	NC_035780.1	11064548	11064548		gene-NC_035780.1:11060247..11084362	gene-NC_035780.1:11060247..11084362	gene.295785796	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11065128-11065128	NC_035780.1	11065128	11065128		gene-NC_035780.1:11060247..11084362	gene-NC_035780.1:11060247..11084362	gene.295785796	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11065333-11065333	NC_035780.1	11065333	11065333		gene-NC_035780.1:11060247..11084362	gene-NC_035780.1:11060247..11084362	gene.295785796	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17775600-17775600	NC_035780.1	17775600	17775600		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	downstream	605	1.0	1.0	1.0	1.0
ChrNC_035780.1:17775619-17775619	NC_035780.1	17775619	17775619		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	downstream	586	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781716-17781716	NC_035780.1	17781716	17781716		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	downstream	68	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898149-23898149	NC_035780.1	23898149	23898149		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1688	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898323-23898323	NC_035780.1	23898323	23898323		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1514	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898372-23898372	NC_035780.1	23898372	23898372		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1465	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898636-23898636	NC_035780.1	23898636	23898636		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1201	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898760-23898760	NC_035780.1	23898760	23898760		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1077	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898876-23898876	NC_035780.1	23898876	23898876		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	961	1.0	1.0	1.0	1.0
ChrNC_035780.1:23899092-23899092	NC_035780.1	23899092	23899092		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	745	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901639-23901639	NC_035780.1	23901639	23901639		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901725-23901725	NC_035780.1	23901725	23901725		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901905-23901905	NC_035780.1	23901905	23901905		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901977-23901977	NC_035780.1	23901977	23901977		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901991-23901991	NC_035780.1	23901991	23901991		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23902124-23902124	NC_035780.1	23902124	23902124		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23902471-23902471	NC_035780.1	23902471	23902471		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903048-23903048	NC_035780.1	23903048	23903048		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903057-23903057	NC_035780.1	23903057	23903057		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903146-23903146	NC_035780.1	23903146	23903146		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903195-23903195	NC_035780.1	23903195	23903195		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903196-23903196	NC_035780.1	23903196	23903196		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903209-23903209	NC_035780.1	23903209	23903209		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903215-23903215	NC_035780.1	23903215	23903215		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903217-23903217	NC_035780.1	23903217	23903217		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903313-23903313	NC_035780.1	23903313	23903313		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903627-23903627	NC_035780.1	23903627	23903627		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903628-23903628	NC_035780.1	23903628	23903628		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903669-23903669	NC_035780.1	23903669	23903669		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24817583-24817583	NC_035780.1	24817583	24817583		gene-NC_035780.1:24815721..24817294	gene-NC_035780.1:24815721..24817294	gene.2807062532	+	gene	upstream	289	1.0	1.0	1.0	1.0
ChrNC_035780.1:24817644-24817644	NC_035780.1	24817644	24817644		gene-NC_035780.1:24815721..24817294	gene-NC_035780.1:24815721..24817294	gene.2807062532	+	gene	upstream	350	1.0	1.0	1.0	1.0
ChrNC_035780.1:24817706-24817706	NC_035780.1	24817706	24817706		gene-NC_035780.1:24815721..24817294	gene-NC_035780.1:24815721..24817294	gene.2807062532	+	gene	upstream	412	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818835-24818835	NC_035780.1	24818835	24818835		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	195	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819164-24819164	NC_035780.1	24819164	24819164		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819172-24819172	NC_035780.1	24819172	24819172		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819395-24819395	NC_035780.1	24819395	24819395		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819396-24819396	NC_035780.1	24819396	24819396		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819397-24819397	NC_035780.1	24819397	24819397		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819520-24819520	NC_035780.1	24819520	24819520		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819534-24819534	NC_035780.1	24819534	24819534		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24824535-24824535	NC_035780.1	24824535	24824535		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743516-27743516	NC_035780.1	27743516	27743516		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	1107	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743532-27743532	NC_035780.1	27743532	27743532		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	1091	1.0	1.0	1.0	1.0
