Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035780.1:3398181-3398181	NC_035780.1	3398181	3398181		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1808	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398566-3398566	NC_035780.1	3398566	3398566		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1423	1.0	1.0	1.0	1.0
ChrNC_035780.1:3399902-3399902	NC_035780.1	3399902	3399902		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	87	1.0	1.0	1.0	1.0
ChrNC_035780.1:3401977-3401977	NC_035780.1	3401977	3401977		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402024-3402024	NC_035780.1	3402024	3402024		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402049-3402049	NC_035780.1	3402049	3402049		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402064-3402064	NC_035780.1	3402064	3402064		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8088463-8088463	NC_035780.1	8088463	8088463		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	1907	1.0	1.0	1.0	1.0
ChrNC_035780.1:8088503-8088503	NC_035780.1	8088503	8088503		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	1867	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090538-8090538	NC_035780.1	8090538	8090538		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091136-8091136	NC_035780.1	8091136	8091136		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091137-8091137	NC_035780.1	8091137	8091137		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091142-8091142	NC_035780.1	8091142	8091142		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091343-8091343	NC_035780.1	8091343	8091343		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091370-8091370	NC_035780.1	8091370	8091370		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093889-8093889	NC_035780.1	8093889	8093889		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093906-8093906	NC_035780.1	8093906	8093906		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093938-8093938	NC_035780.1	8093938	8093938		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093953-8093953	NC_035780.1	8093953	8093953		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094221-8094221	NC_035780.1	8094221	8094221		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094556-8094556	NC_035780.1	8094556	8094556		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094557-8094557	NC_035780.1	8094557	8094557		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11062989-11062989	NC_035780.1	11062989	11062989		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11063232-11063232	NC_035780.1	11063232	11063232		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17778092-17778092	NC_035780.1	17778092	17778092		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	upstream	184	1.0	1.0	1.0	1.0
ChrNC_035780.1:17778314-17778314	NC_035780.1	17778314	17778314		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	upstream	406	1.0	1.0	1.0	1.0
ChrNC_035780.1:17778375-17778375	NC_035780.1	17778375	17778375		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	upstream	467	1.0	1.0	1.0	1.0
ChrNC_035780.1:17778585-17778585	NC_035780.1	17778585	17778585		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	upstream	677	1.0	1.0	1.0	1.0
ChrNC_035780.1:17779817-17779817	NC_035780.1	17779817	17779817		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	upstream	481	1.0	1.0	1.0	1.0
ChrNC_035780.1:17779902-17779902	NC_035780.1	17779902	17779902		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	upstream	396	1.0	1.0	1.0	1.0
ChrNC_035780.1:17779933-17779933	NC_035780.1	17779933	17779933		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	upstream	365	1.0	1.0	1.0	1.0
ChrNC_035780.1:17783293-17783293	NC_035780.1	17783293	17783293		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	downstream	1645	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818214-24818214	NC_035780.1	24818214	24818214		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	816	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818345-24818345	NC_035780.1	24818345	24818345		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	685	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818346-24818346	NC_035780.1	24818346	24818346		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	684	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818444-24818444	NC_035780.1	24818444	24818444		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	586	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818534-24818534	NC_035780.1	24818534	24818534		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	496	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818535-24818535	NC_035780.1	24818535	24818535		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	495	1.0	1.0	1.0	1.0
ChrNC_035780.1:24818544-24818544	NC_035780.1	24818544	24818544		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	downstream	486	1.0	1.0	1.0	1.0
ChrNC_035780.1:24819903-24819903	NC_035780.1	24819903	24819903		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:24824551-24824551	NC_035780.1	24824551	24824551		gene-NC_035780.1:24819030..24827029	gene-NC_035780.1:24819030..24827029	gene.2807062468	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743769-27743769	NC_035780.1	27743769	27743769		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	854	1.0	1.0	1.0	1.0
ChrNC_035780.1:27743873-27743873	NC_035780.1	27743873	27743873		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	750	1.0	1.0	1.0	1.0
ChrNC_035780.1:27744250-27744250	NC_035780.1	27744250	27744250		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	upstream	373	1.0	1.0	1.0	1.0
ChrNC_035780.1:27745424-27745424	NC_035780.1	27745424	27745424		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27745512-27745512	NC_035780.1	27745512	27745512		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27745513-27745513	NC_035780.1	27745513	27745513		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27746385-27746385	NC_035780.1	27746385	27746385		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27748471-27748471	NC_035780.1	27748471	27748471		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27748473-27748473	NC_035780.1	27748473	27748473		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27748566-27748566	NC_035780.1	27748566	27748566		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749014-27749014	NC_035780.1	27749014	27749014		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749034-27749034	NC_035780.1	27749034	27749034		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749273-27749273	NC_035780.1	27749273	27749273		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749310-27749310	NC_035780.1	27749310	27749310		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749391-27749391	NC_035780.1	27749391	27749391		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749397-27749397	NC_035780.1	27749397	27749397		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749399-27749399	NC_035780.1	27749399	27749399		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749915-27749915	NC_035780.1	27749915	27749915		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749927-27749927	NC_035780.1	27749927	27749927		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749931-27749931	NC_035780.1	27749931	27749931		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749936-27749936	NC_035780.1	27749936	27749936		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27749976-27749976	NC_035780.1	27749976	27749976		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:27751071-27751071	NC_035780.1	27751071	27751071		gene-NC_035780.1:27744623..27756500	gene-NC_035780.1:27744623..27756500	gene.4379917556	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29421514-29421514	NC_035780.1	29421514	29421514		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29421521-29421521	NC_035780.1	29421521	29421521		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29421522-29421522	NC_035780.1	29421522	29421522		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29421539-29421539	NC_035780.1	29421539	29421539		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29421556-29421556	NC_035780.1	29421556	29421556		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29424492-29424492	NC_035780.1	29424492	29424492		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29424528-29424528	NC_035780.1	29424528	29424528		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29424537-29424537	NC_035780.1	29424537	29424537		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29424971-29424971	NC_035780.1	29424971	29424971		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425184-29425184	NC_035780.1	29425184	29425184		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425186-29425186	NC_035780.1	29425186	29425186		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425187-29425187	NC_035780.1	29425187	29425187		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425350-29425350	NC_035780.1	29425350	29425350		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425406-29425406	NC_035780.1	29425406	29425406		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425407-29425407	NC_035780.1	29425407	29425407		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425501-29425501	NC_035780.1	29425501	29425501		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425939-29425939	NC_035780.1	29425939	29425939		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29425993-29425993	NC_035780.1	29425993	29425993		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29426270-29426270	NC_035780.1	29426270	29426270		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29426275-29426275	NC_035780.1	29426275	29426275		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29426284-29426284	NC_035780.1	29426284	29426284		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:29427785-29427785	NC_035780.1	29427785	29427785		gene-NC_035780.1:29421436..29432997	gene-NC_035780.1:29421436..29432997	gene.8904516820	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:30876154-30876154	NC_035780.1	30876154	30876154		gene-NC_035780.1:30877592..30879749	gene-NC_035780.1:30877592..30879749	gene.68295602	-	gene	upstream	1438	1.0	1.0	1.0	1.0
ChrNC_035780.1:30876166-30876166	NC_035780.1	30876166	30876166		gene-NC_035780.1:30877592..30879749	gene-NC_035780.1:30877592..30879749	gene.68295602	-	gene	upstream	1426	1.0	1.0	1.0	1.0
ChrNC_035780.1:30876239-30876239	NC_035780.1	30876239	30876239		gene-NC_035780.1:30877592..30879749	gene-NC_035780.1:30877592..30879749	gene.68295602	-	gene	upstream	1353	1.0	1.0	1.0	1.0
ChrNC_035780.1:30876274-30876274	NC_035780.1	30876274	30876274		gene-NC_035780.1:30877592..30879749	gene-NC_035780.1:30877592..30879749	gene.68295602	-	gene	upstream	1318	1.0	1.0	1.0	1.0
ChrNC_035780.1:30877434-30877434	NC_035780.1	30877434	30877434		gene-NC_035780.1:30877592..30879749	gene-NC_035780.1:30877592..30879749	gene.68295602	-	gene	upstream	158	1.0	1.0	1.0	1.0
ChrNC_035780.1:30877435-30877435	NC_035780.1	30877435	30877435		gene-NC_035780.1:30877592..30879749	gene-NC_035780.1:30877592..30879749	gene.68295602	-	gene	upstream	157	1.0	1.0	1.0	1.0
ChrNC_035780.1:30877601-30877601	NC_035780.1	30877601	30877601		gene-NC_035780.1:30877592..30879749	gene-NC_035780.1:30877592..30879749	gene.68295602	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:30880277-30880277	NC_035780.1	30880277	30880277		gene-NC_035780.1:30880243..30882534	gene-NC_035780.1:30880243..30882534	gene.65252610	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:30882826-30882826	NC_035780.1	30882826	30882826		gene-NC_035780.1:30880243..30882534	gene-NC_035780.1:30880243..30882534	gene.65252610	-	gene	downstream	292	1.0	1.0	1.0	1.0
ChrNC_035780.1:31452328-31452328	NC_035780.1	31452328	31452328		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	downstream	1460	1.0	1.0	1.0	1.0
ChrNC_035780.1:31452329-31452329	NC_035780.1	31452329	31452329		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	downstream	1459	1.0	1.0	1.0	1.0
ChrNC_035780.1:31452738-31452738	NC_035780.1	31452738	31452738		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	downstream	1050	1.0	1.0	1.0	1.0
ChrNC_035780.1:31453161-31453161	NC_035780.1	31453161	31453161		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	downstream	627	1.0	1.0	1.0	1.0
ChrNC_035780.1:31454182-31454182	NC_035780.1	31454182	31454182		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:31454228-31454228	NC_035780.1	31454228	31454228		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:31454243-31454243	NC_035780.1	31454243	31454243		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:31455536-31455536	NC_035780.1	31455536	31455536		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	433	1.0	1.0	1.0	1.0
ChrNC_035780.1:31455551-31455551	NC_035780.1	31455551	31455551		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	448	1.0	1.0	1.0	1.0
ChrNC_035780.1:31455756-31455756	NC_035780.1	31455756	31455756		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	653	1.0	1.0	1.0	1.0
ChrNC_035780.1:31457814-31457814	NC_035780.1	31457814	31457814		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	2711	1.0	1.0	1.0	1.0
ChrNC_035780.1:31458493-31458493	NC_035780.1	31458493	31458493		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	3390	1.0	1.0	1.0	1.0
ChrNC_035780.1:31458566-31458566	NC_035780.1	31458566	31458566		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	3463	1.0	1.0	1.0	1.0
ChrNC_035780.1:31459206-31459206	NC_035780.1	31459206	31459206		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	4103	1.0	1.0	1.0	1.0
ChrNC_035780.1:31461091-31461091	NC_035780.1	31461091	31461091		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	5988	1.0	1.0	1.0	1.0
ChrNC_035780.1:31461605-31461605	NC_035780.1	31461605	31461605		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	6502	1.0	1.0	1.0	1.0
ChrNC_035780.1:31461709-31461709	NC_035780.1	31461709	31461709		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	6606	1.0	1.0	1.0	1.0
ChrNC_035780.1:31461716-31461716	NC_035780.1	31461716	31461716		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	6613	1.0	1.0	1.0	1.0
ChrNC_035780.1:36227910-36227910	NC_035780.1	36227910	36227910		gene-NC_035780.1:36227849..36228615	gene-NC_035780.1:36227849..36228615	gene.52735954	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:36228593-36228593	NC_035780.1	36228593	36228593		gene-NC_035780.1:36227849..36228615	gene-NC_035780.1:36227849..36228615	gene.52735954	-	gene	overlapping	0	1.0	1.0	1.0	1.0
