Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035780.1:2835552-2835552	NC_035780.1	2835552	2835552		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	786	1.0	1.0	1.0	1.0
ChrNC_035780.1:2835666-2835666	NC_035780.1	2835666	2835666		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	672	1.0	1.0	1.0	1.0
ChrNC_035780.1:2835876-2835876	NC_035780.1	2835876	2835876		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	462	1.0	1.0	1.0	1.0
ChrNC_035780.1:2835877-2835877	NC_035780.1	2835877	2835877		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	461	1.0	1.0	1.0	1.0
ChrNC_035780.1:2835941-2835941	NC_035780.1	2835941	2835941		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	397	1.0	1.0	1.0	1.0
ChrNC_035780.1:2837315-2837315	NC_035780.1	2837315	2837315		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2837526-2837526	NC_035780.1	2837526	2837526		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838382-2838382	NC_035780.1	2838382	2838382		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838438-2838438	NC_035780.1	2838438	2838438		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838439-2838439	NC_035780.1	2838439	2838439		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838452-2838452	NC_035780.1	2838452	2838452		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838468-2838468	NC_035780.1	2838468	2838468		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2839240-2839240	NC_035780.1	2839240	2839240		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	672	1.0	1.0	1.0	1.0
ChrNC_035780.1:2839403-2839403	NC_035780.1	2839403	2839403		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	835	1.0	1.0	1.0	1.0
ChrNC_035780.1:2839413-2839413	NC_035780.1	2839413	2839413		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	845	1.0	1.0	1.0	1.0
ChrNC_035780.1:2839642-2839642	NC_035780.1	2839642	2839642		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	1074	1.0	1.0	1.0	1.0
ChrNC_035780.1:2840628-2840628	NC_035780.1	2840628	2840628		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2060	1.0	1.0	1.0	1.0
ChrNC_035780.1:2840650-2840650	NC_035780.1	2840650	2840650		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2082	1.0	1.0	1.0	1.0
ChrNC_035780.1:2840768-2840768	NC_035780.1	2840768	2840768		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2200	1.0	1.0	1.0	1.0
ChrNC_035780.1:2841060-2841060	NC_035780.1	2841060	2841060		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2492	1.0	1.0	1.0	1.0
ChrNC_035780.1:2841063-2841063	NC_035780.1	2841063	2841063		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2495	1.0	1.0	1.0	1.0
ChrNC_035780.1:2841182-2841182	NC_035780.1	2841182	2841182		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2614	1.0	1.0	1.0	1.0
ChrNC_035780.1:2841263-2841263	NC_035780.1	2841263	2841263		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2695	1.0	1.0	1.0	1.0
ChrNC_035780.1:2841648-2841648	NC_035780.1	2841648	2841648		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	3080	1.0	1.0	1.0	1.0
ChrNC_035780.1:3398544-3398544	NC_035780.1	3398544	3398544		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	upstream	1445	1.0	1.0	1.0	1.0
ChrNC_035780.1:3400131-3400131	NC_035780.1	3400131	3400131		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3400132-3400132	NC_035780.1	3400132	3400132		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3400173-3400173	NC_035780.1	3400173	3400173		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3401494-3401494	NC_035780.1	3401494	3401494		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402295-3402295	NC_035780.1	3402295	3402295		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3402296-3402296	NC_035780.1	3402296	3402296		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3403191-3403191	NC_035780.1	3403191	3403191		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3403194-3403194	NC_035780.1	3403194	3403194		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3403262-3403262	NC_035780.1	3403262	3403262		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3403507-3403507	NC_035780.1	3403507	3403507		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3405990-3405990	NC_035780.1	3405990	3405990		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3406051-3406051	NC_035780.1	3406051	3406051		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090320-8090320	NC_035780.1	8090320	8090320		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	50	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090602-8090602	NC_035780.1	8090602	8090602		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090750-8090750	NC_035780.1	8090750	8090750		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8091097-8091097	NC_035780.1	8091097	8091097		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092235-8092235	NC_035780.1	8092235	8092235		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092241-8092241	NC_035780.1	8092241	8092241		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092424-8092424	NC_035780.1	8092424	8092424		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092487-8092487	NC_035780.1	8092487	8092487		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092616-8092616	NC_035780.1	8092616	8092616		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092639-8092639	NC_035780.1	8092639	8092639		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092794-8092794	NC_035780.1	8092794	8092794		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092828-8092828	NC_035780.1	8092828	8092828		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092868-8092868	NC_035780.1	8092868	8092868		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092900-8092900	NC_035780.1	8092900	8092900		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092935-8092935	NC_035780.1	8092935	8092935		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092958-8092958	NC_035780.1	8092958	8092958		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092991-8092991	NC_035780.1	8092991	8092991		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093108-8093108	NC_035780.1	8093108	8093108		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8093634-8093634	NC_035780.1	8093634	8093634		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094402-8094402	NC_035780.1	8094402	8094402		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094556-8094556	NC_035780.1	8094556	8094556		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094557-8094557	NC_035780.1	8094557	8094557		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8094601-8094601	NC_035780.1	8094601	8094601		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8095245-8095245	NC_035780.1	8095245	8095245		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8095251-8095251	NC_035780.1	8095251	8095251		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8095281-8095281	NC_035780.1	8095281	8095281		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8095326-8095326	NC_035780.1	8095326	8095326		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8095523-8095523	NC_035780.1	8095523	8095523		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8095757-8095757	NC_035780.1	8095757	8095757		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11058750-11058750	NC_035780.1	11058750	11058750		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11059370-11059370	NC_035780.1	11059370	11059370		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11059485-11059485	NC_035780.1	11059485	11059485		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11059746-11059746	NC_035780.1	11059746	11059746		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11059847-11059847	NC_035780.1	11059847	11059847		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11060601-11060601	NC_035780.1	11060601	11060601		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11060630-11060630	NC_035780.1	11060630	11060630		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11062105-11062105	NC_035780.1	11062105	11062105		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:11062744-11062744	NC_035780.1	11062744	11062744		gene-NC_035780.1:11031525..11064414	gene-NC_035780.1:11031525..11064414	gene.295786212	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17775448-17775448	NC_035780.1	17775448	17775448		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	downstream	757	1.0	1.0	1.0	1.0
ChrNC_035780.1:17775461-17775461	NC_035780.1	17775461	17775461		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	downstream	744	1.0	1.0	1.0	1.0
ChrNC_035780.1:17775793-17775793	NC_035780.1	17775793	17775793		gene-NC_035780.1:17776205..17777908	gene-NC_035780.1:17776205..17777908	gene.7344597	+	gene	downstream	412	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781013-17781013	NC_035780.1	17781013	17781013		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781037-17781037	NC_035780.1	17781037	17781037		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781062-17781062	NC_035780.1	17781062	17781062		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781063-17781063	NC_035780.1	17781063	17781063		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17781068-17781068	NC_035780.1	17781068	17781068		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:17783248-17783248	NC_035780.1	17783248	17783248		gene-NC_035780.1:17780298..17781648	gene-NC_035780.1:17780298..17781648	gene.11083458628	-	gene	downstream	1600	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898039-23898039	NC_035780.1	23898039	23898039		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1798	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898040-23898040	NC_035780.1	23898040	23898040		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1797	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898111-23898111	NC_035780.1	23898111	23898111		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1726	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898149-23898149	NC_035780.1	23898149	23898149		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1688	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898215-23898215	NC_035780.1	23898215	23898215		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1622	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898216-23898216	NC_035780.1	23898216	23898216		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1621	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898363-23898363	NC_035780.1	23898363	23898363		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1474	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898636-23898636	NC_035780.1	23898636	23898636		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1201	1.0	1.0	1.0	1.0
ChrNC_035780.1:23898761-23898761	NC_035780.1	23898761	23898761		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	1076	1.0	1.0	1.0	1.0
ChrNC_035780.1:23899322-23899322	NC_035780.1	23899322	23899322		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	515	1.0	1.0	1.0	1.0
ChrNC_035780.1:23899337-23899337	NC_035780.1	23899337	23899337		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	500	1.0	1.0	1.0	1.0
ChrNC_035780.1:23899342-23899342	NC_035780.1	23899342	23899342		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	495	1.0	1.0	1.0	1.0
ChrNC_035780.1:23899394-23899394	NC_035780.1	23899394	23899394		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	443	1.0	1.0	1.0	1.0
ChrNC_035780.1:23899532-23899532	NC_035780.1	23899532	23899532		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	305	1.0	1.0	1.0	1.0
ChrNC_035780.1:23899546-23899546	NC_035780.1	23899546	23899546		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	291	1.0	1.0	1.0	1.0
ChrNC_035780.1:23899646-23899646	NC_035780.1	23899646	23899646		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	downstream	191	1.0	1.0	1.0	1.0
ChrNC_035780.1:23900046-23900046	NC_035780.1	23900046	23900046		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23900080-23900080	NC_035780.1	23900080	23900080		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23900232-23900232	NC_035780.1	23900232	23900232		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901516-23901516	NC_035780.1	23901516	23901516		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901750-23901750	NC_035780.1	23901750	23901750		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23901859-23901859	NC_035780.1	23901859	23901859		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23902144-23902144	NC_035780.1	23902144	23902144		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23902424-23902424	NC_035780.1	23902424	23902424		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903057-23903057	NC_035780.1	23903057	23903057		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903067-23903067	NC_035780.1	23903067	23903067		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903081-23903081	NC_035780.1	23903081	23903081		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903085-23903085	NC_035780.1	23903085	23903085		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903100-23903100	NC_035780.1	23903100	23903100		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903272-23903272	NC_035780.1	23903272	23903272		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:23903326-23903326	NC_035780.1	23903326	23903326		gene-NC_035780.1:23899837..23907678	gene-NC_035780.1:23899837..23907678	gene.30738420	+	gene	overlapping	0	1.0	1.0	1.0	1.0
