Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035782.1:32288795-32288795	NC_035782.1	32288795	32288795		gene-NC_035782.1:32286162..32290766	gene-NC_035782.1:32286162..32290766	gene.7266641284	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:32289922-32289922	NC_035782.1	32289922	32289922		gene-NC_035782.1:32286162..32290766	gene-NC_035782.1:32286162..32290766	gene.7266641284	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:286174-286174	NC_035783.1	286174	286174		gene-NC_035783.1:282607..298482	gene-NC_035783.1:282607..298482	gene.2297455972	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:6567274-6567274	NC_035784.1	6567274	6567274		gene-NC_035784.1:6562221..6578279	gene-NC_035784.1:6562221..6578279	gene.6211	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:10848761-10848761	NC_035784.1	10848761	10848761		gene-NC_035784.1:10846050..10863237	gene-NC_035784.1:10846050..10863237	gene.110265252	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:16470129-16470129	NC_035784.1	16470129	16470129		gene-NC_035784.1:16466121..16497608	gene-NC_035784.1:16466121..16497608	gene.1052741	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:16470131-16470131	NC_035784.1	16470131	16470131		gene-NC_035784.1:16466121..16497608	gene-NC_035784.1:16466121..16497608	gene.1052741	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:69831565-69831565	NC_035784.1	69831565	69831565		gene-NC_035784.1:69827389..69832262	gene-NC_035784.1:69827389..69832262	gene.10744765284	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:69831574-69831574	NC_035784.1	69831574	69831574		gene-NC_035784.1:69827389..69832262	gene-NC_035784.1:69827389..69832262	gene.10744765284	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035785.1:3385836-3385836	NC_035785.1	3385836	3385836		gene-NC_035785.1:3381821..3393815	gene-NC_035785.1:3381821..3393815	gene.9770638196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035785.1:14135303-14135303	NC_035785.1	14135303	14135303		gene-NC_035785.1:14131803..14136032	gene-NC_035785.1:14131803..14136032	gene.11190410036	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:29144790-29144790	NC_035786.1	29144790	29144790		gene-NC_035786.1:29142437..29146742	gene-NC_035786.1:29142437..29146742	gene.9177145172	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:31756866-31756866	NC_035786.1	31756866	31756866		gene-NC_035786.1:31753271..31758035	gene-NC_035786.1:31753271..31758035	gene.24443300	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:7992553-7992553	NC_035787.1	7992553	7992553		gene-NC_035787.1:7991834..7995660	gene-NC_035787.1:7991834..7995660	gene.14542705076	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:7992556-7992556	NC_035787.1	7992556	7992556		gene-NC_035787.1:7991834..7995660	gene-NC_035787.1:7991834..7995660	gene.14542705076	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:7994603-7994603	NC_035787.1	7994603	7994603		gene-NC_035787.1:7991834..7995660	gene-NC_035787.1:7991834..7995660	gene.14542705076	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:57201160-57201160	NC_035787.1	57201160	57201160		gene-NC_035787.1:57197103..57201825	gene-NC_035787.1:57197103..57201825	gene.78878738	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:63309191-63309191	NC_035787.1	63309191	63309191		gene-NC_035787.1:63307750..63311177	gene-NC_035787.1:63307750..63311177	gene.23460516	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:69715714-69715714	NC_035787.1	69715714	69715714		gene-NC_035787.1:69712396..69715800	gene-NC_035787.1:69712396..69715800	gene.104219666	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:69717762-69717762	NC_035787.1	69717762	69717762		gene-NC_035787.1:69712396..69715800	gene-NC_035787.1:69712396..69715800	gene.104219666	+	gene	upstream	1962	1.0	1.0	1.0	1.0
ChrNC_035788.1:52328461-52328461	NC_035788.1	52328461	52328461		gene-NC_035788.1:52287970..52327494	gene-NC_035788.1:52287970..52327494	gene.1493205732	+	gene	upstream	967	1.0	1.0	1.0	1.0
ChrNC_035788.1:64951215-64951215	NC_035788.1	64951215	64951215		gene-NC_035788.1:64945025..64951489	gene-NC_035788.1:64945025..64951489	gene.61419122	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035788.1:64955864-64955864	NC_035788.1	64955864	64955864		gene-NC_035788.1:64951690..64960841	gene-NC_035788.1:64951690..64960841	gene.8710527620	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035789.1:18103944-18103944	NC_035789.1	18103944	18103944		gene-NC_035789.1:18104921..18107996	gene-NC_035789.1:18104921..18107996	gene.10500661	+	gene	downstream	977	1.0	1.0	1.0	1.0
